tower_id,hour,active_users,bandwidth_usage,latency,packet_loss,signal_strength,congestion
0,0,409.4326802551798,247.25268169330826,22.472526816933083,0.24725268169330827,93.56305294490615,0
0,1,316.85535185606193,228.20979157532742,22.282097915753276,0.22820979157532742,87.72264091149403,0
0,2,408.6207689020714,318.00840162225586,23.18008401622256,0.31800840162225585,94.26390150949341,1
0,3,361.51215200408774,263.75373930587403,22.63753739305874,0.26375373930587404,97.64930713526515,0
0,4,301.6462791362952,189.1809465713849,21.89180946571385,0.1891809465713849,94.86056208963642,0
0,5,403.48440952514983,283.62418255043167,22.836241825504317,0.28362418255043165,81.13277613234821,0
0,6,398.29267315655545,280.2054620367258,22.802054620367258,0.2802054620367258,77.7960283733811,0
0,7,307.41028658885654,173.83508137785086,21.73835081377851,0.17383508137785086,91.18701251777829,0
0,8,510.1336694185276,287.55611190331746,22.875561119033176,0.2875561119033175,83.47539695922691,0
0,9,476.3883613760353,245.23886366168645,22.452388636616863,0.24523886366168646,81.20300178131014,0
0,10,465.451414362377,340.9016032937985,23.409016032937984,0.3409016032937985,84.56872819670626,1
0,11,507.25840832898984,340.207254752123,23.40207254752123,0.340207254752123,90.66543113053504,1
0,12,322.437230656964,248.61726753586726,22.486172675358674,0.24861726753586727,85.98813695307707,0
0,13,322.384466578164,194.60419237694052,21.946041923769407,0.19460419237694052,76.89502745253901,0
0,14,336.26945236964116,256.9857616299101,22.5698576162991,0.2569857616299101,73.69848351319062,0
0,15,377.90381503890495,278.6491481799939,22.78649148179994,0.2786491481799939,96.2596153840851,0
0,16,346.1878063540939,222.63654745322964,22.226365474532297,0.22263654745322964,76.9247228388395,0
0,17,369.11949945060474,283.8393799739751,22.83839379973975,0.2838393799739751,95.43509317409843,0
0,18,313.9543116117373,167.11550402547937,21.671155040254792,0.16711550402547937,86.03843839562084,0
0,19,663.8762226179954,474.26829857443335,24.742682985744334,0.47426829857443337,76.47396237555884,1
0,20,598.4300192219233,409.65265733878385,24.096526573387838,0.40965265733878387,83.67497718844311,1
0,21,573.107721858497,323.67931275251726,23.23679312752517,0.32367931275251727,88.25433980341595,1
0,22,717.7813837313105,444.46591910401276,24.444659191040127,0.44446591910401273,98.1830564345305,1
0,23,735.2473384623958,428.0024747856676,24.280024747856675,0.42800247478566755,87.17754465258149,1
0,24,342.8991440122138,186.6084244304511,21.86608424430451,0.1866084244304511,73.14465422328027,0
0,25,399.859765352279,226.2936677077671,22.262936677077672,0.2262936677077671,79.79201775459546,0
0,26,309.41646077325385,246.09898789110994,22.4609898789111,0.24609898789110995,91.84190649958454,0
0,27,356.66826323414165,195.02480968332614,21.95024809683326,0.19502480968332614,88.6932264899938,0
0,28,389.3074140610502,296.5241626024538,22.96524162602454,0.29652416260245384,73.8815822217721,0
0,29,331.211624468141,205.47592528906685,22.05475925289067,0.20547592528906686,94.30200581505224,0
0,30,378.53328430464916,292.97166033219355,22.929716603321936,0.2929716603321936,72.41111546651327,0
